sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
384.1609@10.613268,842708,702201,741752,1395454,1286270,1304467,844314,955965,927007,939569,509193,729122,1014512,1015801,1017362
504.2043@10.614599,28901,24477,25691,46697,45583,45976,28968,34123,32821,34817,18985,25197,35868,36842,34331
164.0836@10.62846,177840,144512,146790,120988,117388,122852,58745,58778,1,91574,1,83969,97997,97332,98015
418.22@10.656092,34543,31935,26984,15132,1,1,19685,1,1,39054,29041,32052,28837,30727,33190
432.2355@10.668084,63611,60152,11933,21538,22952,21269,29128,1,1,1,33665,42342,30397,28543,27721
360.2151@10.675466,206871,167447,177242,69254,64662,67746,92160,85649,79083,133089,91931,126630,78661,60842,80101
216.136@10.645909,24826,23435,23798,27998,26914,29842,1,1,1,22558,15242,19308,1,20967,19783
346.1991@10.6948,54615,32953,32890,1,1,1,18913,19230,1,50134,24904,23444,33618,27033,1
356.1811@10.6902,98860,95940,78218,39741,38728,42484,60603,56425,47876,100085,67253,74358,73838,78671,64880
274.1781@10.690065,2172439,2023622,1603600,847244,700138,745062,1121927,1033897,1050015,2084619,1494190,1357824,1417045,1500980,1389839
362.1927@10.690066,93427,77739,64887,31955,32372,32395,40106,48589,44177,84148,64391,62780,60166,63631,62460
318.1857@10.6919985,180173,155601,161130,71961,55912,69016,86075,90032,85237,185827,104321,114617,104957,130219,111472
188.1412@10.6922655,381454,346940,359000,880552,856084,867993,661521,692770,684328,461982,344396,438085,410766,414670,419885
253.0807@10.707267,139108,126490,155107,440704,303203,385097,293623,409920,157901,94349,316713,239637,277967,270512,301405
242.152@10.7292,425908,368287,401794,212106,218574,214346,207625,216739,207809,278852,196535,271973,169411,179869,172782
230.1519@10.749133,154726,139231,143319,157839,157033,171515,99301,94733,96845,159817,113932,152996,95713,95069,101507
214.157@10.7474,39592,35109,40240,1,1,7295,1,1,17503,34543,37904,1,21554,22374,36526
374.194@10.777401,87278,80317,74683,46696,46622,45032,68626,62772,61511,75063,54159,53841,35934,40884,36671
384.1609@10.773067,148441,123171,136188,186727,182818,180668,151877,148084,146596,134337,98166,125441,168786,180328,163891
192.1152@10.782601,60548,50161,53789,26277,30939,35780,1,1,15553,27969,24359,1,1,18512,1
418.2202@10.777917,60656,60038,29724,10206,26793,12580,19621,1,1,1,27996,38832,38617,49902,49155
254.1166@10.797833,91041,98194,73711,53157,46039,64445,33611,34818,40093,1,1,1,61800,56697,51017
202.1568@10.800572,63199,44697,62786,60690,55165,57427,48974,45752,49807,83273,68067,90626,47758,1,56132
432.2359@10.806933,180611,141129,131293,90241,63929,72117,114168,109453,104375,285529,161340,146086,103452,102187,97832
332.1837@10.836833,29900,22469,26309,13025,1,1,18029,15118,1,38631,17229,14643,17953,19526,21021
294.1833@10.839466,238950,520282,315324,161690,214711,420003,142589,173887,153270,310159,630473,693162,149132,155842,149559
266.1154@10.902416,93760,50195,1,28368,14690,30687,27278,21513,25472,24449,1,23182,35783,1,31299
301.2074@10.9196005,185795,168758,165608,135841,126545,130315,124454,124031,123090,97251,68927,100452,80972,75885,80582
407.233@10.919726,25329,23396,22208,20543,16852,17634,14160,1,17875,1,12115,15753,1,9268,1
244.1674@10.918667,31364,24354,27033,20702,18250,22522,1,11881,12692,15676,11630,15959,1,19370,1
386.1762@10.920466,113148,95103,95697,289413,203481,199482,159790,178223,156167,182242,76684,105721,151055,131741,194395
374.1941@10.960934,279905,245797,207550,60100,67177,64324,76205,75776,76750,91144,56603,99956,72765,77068,75827
245.9154@10.967801,544551,485334,499353,477353,451913,450702,432410,453439,423128,425434,322061,414691,405739,421181,405686
432.2356@10.980818,44105,45343,36380,1,1,17979,50580,33673,28360,96760,1,17784,1,54069,60566
418.2208@10.990334,56184,38645,46122,73327,75288,67777,65443,58065,64864,166203,1,143592,1,1,84389
346.2353@10.971144,49755,39894,31464,24737,24072,25594,19537,23511,22052,18160,1,11829,28058,37832,30477
462.2462@10.997735,31892,35285,21360,32176,20163,19207,29354,29886,18299,108610,49919,36511,47915,61322,46564
230.1519@11.0060005,145564,126151,128986,1,1,1,67012,65780,1,128755,92158,107891,75797,84315,80564
254.1515@11.007867,114903,100171,101584,55973,51397,49992,54151,57192,49005,53461,38183,51808,48487,51869,50500
360.2152@11.019181,47914,39885,44268,1,12978,1,1,11695,22349,27316,15516,27863,29733,1,31199
373.2828@11.042067,30855,26791,33269,29599,31178,27487,29441,29712,28491,25423,26951,29834,38780,36684,39797
392.2411@11.044799,677334,611242,538054,240580,222239,223946,213226,221820,211167,956857,650928,734604,876533,911093,843304
228.1361@11.051143,77972,66622,56359,41540,38071,1,30407,29878,34800,54289,38525,48230,39619,43243,45177
214.1569@11.0584,264008,237450,254563,89759,90962,89903,130747,130022,132874,124788,92123,115287,55039,58459,59930
302.1728@11.020155,87705,75451,75551,14974,16963,1,14236,19743,19290,41967,1,42197,28961,24552,21752
216.1726@11.0616,138865,122927,125671,46492,48676,47762,44684,42077,46724,89233,67905,86936,59055,66108,59146
254.1156@11.079539,119635,97350,102868,1,47283,51357,35578,31723,36371,1,17132,23108,133840,121896,147365
452.1997@11.099308,25590,23672,24323,1,1,12240,14865,15521,14710,22295,16826,22560,20779,19645,17677
370.1969@11.098934,166433,145177,149119,62886,62038,65969,88956,79837,80807,140081,110030,126315,118679,129006,120876
598.3684@11.099699,47087,35070,35592,1,1,1,1,1,7760,26223,12247,19688,16225,17746,14868
288.194@11.099867,5168059,4564121,4619000,1502986,1434887,1456168,2014446,2024302,1995405,3830668,2632567,3264353,2857495,2950201,2932567
376.208@11.100068,254483,213869,221010,72912,67328,68354,99009,92015,91390,170952,123055,155249,140202,138873,132678
332.2011@11.100134,443853,390085,396390,130794,134508,136670,178370,180524,177588,320933,226173,278856,244145,250439,248788
402.207@11.0994,83610,67106,77284,22593,20954,25914,32044,27590,34546,51567,44321,50107,53679,56023,54572
446.1977@11.101364,55183,50455,54307,1,1,1,23107,24743,24465,42990,26583,35079,30627,1,31040
391.2936@11.108572,36092,31867,27806,37849,35827,40431,36640,38393,32290,26301,31167,31473,38895,36122,1
388.1976@11.103909,121180,92796,101849,16005,1,113889,69656,83379,68124,65856,46809,49827,1,1,1
432.1459@11.109538,27601,22452,20938,25699,25127,24093,1,1,16526,27357,17683,25385,22960,21332,20789
446.2514@11.113667,128505,105214,126428,42195,42326,35801,54979,53447,49476,116726,76775,85573,58963,60025,63495
432.2355@11.114538,124127,123501,97649,1,43616,1,58115,47109,61355,97809,41301,14613,78309,69354,65996
198.1253@11.147545,93742,83295,95522,1,1,1,25111,1,30543,26555,22092,49194,39983,29655,34705
292.1696@11.146533,245447,192989,243579,32948,46973,38440,56297,59386,62346,52251,55797,113642,91333,79061,85285
350.1185@11.141334,48061,39322,45439,15906,16418,17509,1,16881,15255,1,1,16496,22256,23105,22561
230.152@11.146733,2180597,1813628,2278461,300382,436655,408556,494347,570513,578070,509693,518746,1178722,868611,783697,845124
336.1762@11.1478,231541,194054,224740,31643,47915,51497,58839,57850,70456,71248,61117,123954,89973,83576,78915
360.215@11.157231,52441,63172,52185,25309,20457,23268,1,1,32019,60042,38752,36181,38990,42958,37455
386.1763@11.1514,31909,29454,26217,58857,50586,54849,48555,48679,41075,45563,59666,60912,40219,38618,39849
170.1307@11.169399,441256,392327,373060,338197,332753,430394,198320,198638,185245,288744,207043,239866,187585,194820,181099
214.1568@11.164231,81264,72426,85006,1,26655,28957,38629,37241,1,35290,28275,33707,19052,22246,22664
346.2354@11.165533,139313,110401,106839,48636,47602,43074,62021,57470,55967,102361,70643,82380,90084,87387,76827
158.1307@11.182067,2813429,2539473,2439208,1162200,1102123,1130512,1358702,1291462,1304466,2336572,2215626,2137641,1760902,1671568,1612985
220.1484@11.182266,95816,83494,97491,45452,41290,41605,49901,44403,44831,89783,83779,82145,62531,64347,65067
264.1558@11.183545,62829,57871,56711,1,1,1,1,29269,27074,47682,50748,45808,38792,35689,40977
194.1307@11.182668,382901,326296,354612,142590,147947,145497,103181,104351,89879,160945,121136,146868,86186,90220,83003
316.1208@11.183417,27978,25964,25542,14480,15495,1,15670,1,16652,29060,24853,29835,17833,1,21893
240.1337@11.183202,85775,92160,88815,57244,48310,62766,54804,56095,55679,92442,90965,96126,67915,69485,70748
242.1517@11.183468,80043,56673,57752,37854,27974,35421,39340,44946,44857,93773,46998,56594,66183,70301,68374
256.1673@11.20046,154615,135216,129143,59075,1,61970,243079,239332,240184,45200,28608,1,91037,103012,97116
244.1674@11.2168,48476,36539,45306,1,1,1,9404,1,9682,15295,1,13247,19377,17369,18369
446.2516@11.230932,571844,464950,462471,221003,168230,179024,295956,271185,263749,448627,190667,232614,264367,283558,256976
468.2333@11.2312,45770,36560,39664,17142,13429,13334,23464,21723,20757,39504,15167,21499,23453,24213,23781
346.1991@11.234799,35094,27483,21321,1,1,1,14334,12239,12677,21653,1,14601,14080,1,16211
432.2356@11.242153,58086,1,39084,41689,1,22506,32542,31515,38298,140006,89976,50771,42275,59418,50711
266.152@11.255067,103914,94290,79842,73296,58115,67776,60042,69587,68341,63653,46195,59053,33533,35619,32596
601.2918@11.260266,103657,93893,91351,71841,67462,68185,66395,61322,58973,54565,37030,47335,59979,64427,58187
170.1306@11.267846,272963,245851,266796,1,107400,1,133356,136924,132390,133216,102290,133631,74088,83762,82962
388.2098@11.2682495,637163,487998,559180,245031,1,1,309532,299262,298734,271166,165907,216570,152431,1,152692
410.1916@11.271532,49356,41608,50153,25375,22330,21468,33172,29405,28925,26453,16624,24311,16694,16958,17036
614.3664@11.274333,21034,19317,19852,22652,17258,20686,15509,17966,15278,32101,22891,28531,35101,33134,31158
216.1725@11.277667,216455,195815,194985,74709,69215,70725,149979,152234,149729,145961,110244,136337,112852,119245,115395
504.2356@11.288616,12495,22717,17903,14754,22007,22274,15347,12424,9718,22669,32561,22347,1,1,14187
587.1581@11.287,23019,30303,24708,29333,24420,1,26187,18566,1,29208,39699,24720,23088,1,1
474.2257@11.288533,1417912,2383782,2084944,1788928,2119095,2316975,1814151,1548561,1214621,2385757,3406060,2708882,1499134,1327904,1496697
450.1805@11.288533,30864,51111,40129,35633,42778,50775,39173,27359,24600,56387,79986,62429,39400,29288,31327
528.2156@11.2887335,19809,36106,29557,22247,25947,27968,19736,21662,14874,30328,42438,36265,17226,14564,17580
194.1308@11.292267,159281,139731,148972,71865,70339,70682,49559,50537,67659,62448,44416,55750,37200,41946,41195
258.183@11.294267,238311,191508,205353,67039,70883,65728,102412,99182,89676,132336,94349,122598,102416,98050,95576
288.1938@11.299467,250195,217589,193104,96507,86249,95826,144315,127439,122131,255975,170094,165962,147711,175248,158523
336.1574@11.3409,18862,1,1,44559,57569,68653,1,1,34374,32391,15448,1,54814,45938,30722
468.2719@11.339934,72613,59817,60878,42420,38571,46890,59792,54870,56014,46404,38136,41994,71243,68766,67136
388.1923@11.337534,341409,237648,278066,751195,749646,708611,659325,680802,620587,516864,349362,371433,571661,586870,580805
466.2567@11.346857,83425,74809,78681,70457,65072,66620,77801,81850,78892,89152,1,85581,80429,78830,83130
386.1763@11.342,52236,51465,45768,1,45763,47001,51512,47892,46758,41722,34900,37811,57620,50270,48810
170.1306@11.354453,71281,59225,60902,31059,35143,30866,30359,33272,1,30429,1,29110,22475,1,1
418.2212@11.367669,62265,58072,54043,19390,20292,17598,21178,22416,23889,43300,24929,41299,43599,48231,59269
256.1674@11.368333,259025,218554,223696,115416,94143,107284,103527,103351,109384,196466,146898,178177,114540,144762,154142
373.2825@11.3677,72171,56426,45585,66749,82801,1,67780,25548,1,64037,55132,53831,1,1,1
244.1674@11.376734,64313,59050,50728,34470,39238,37977,51199,38523,39177,64742,52667,69272,55754,44111,50283
296.1616@11.3736925,64953,36080,89749,28726,1,24306,27895,1,46464,39493,20272,25069,30537,27902,30007
268.1305@11.395267,9043646,7433416,7993986,4160669,4038969,4123692,3039295,3000695,2929357,3634858,2648629,3426936,4901453,5067296,4901586
290.1131@11.396466,215263,182692,206799,103400,109624,84242,81569,72949,82280,80178,69310,95461,135288,140200,140719
558.2436@11.39443,72839,54836,60172,17582,17728,17576,9081,10806,8321,19388,1,15066,25814,24684,21439
224.1413@11.395666,166952,151452,167206,88261,84207,96691,61827,60763,67756,77476,55157,77742,100018,115690,112845
1189.1324@11.395734,56691,55825,55217,32698,33063,30371,23148,23729,24279,28636,23259,28602,39147,39128,37144
350.1343@11.395599,126888,115463,127240,83750,80264,85954,62037,62196,64201,72753,56820,68044,91592,99041,99550
372.1163@11.395933,62497,61241,58983,42212,43611,46013,34734,34036,33523,38107,31920,35782,52682,53868,50394
366.0995@11.396732,45587,40222,44775,27515,28706,28717,20552,20954,22001,25840,20581,22482,34103,34560,32354
214.157@11.3994,411569,356491,358473,236433,222988,236555,192758,200518,197804,202535,155416,190151,114330,110145,108941
276.1744@11.400077,93746,72664,71296,42643,42412,40926,40269,35049,1,36481,1,35627,18452,18571,17911
414.208@11.400133,63768,43195,63706,54056,58715,51061,54929,47092,40468,48139,36554,43547,54413,66380,48595
172.1461@11.3965,47629,50717,41781,47028,46027,47609,54176,49466,51518,42857,53882,1,62308,55869,53355
336.1573@11.445666,22536,20894,20536,42833,33105,41954,30002,34745,26595,34469,1,1,38768,30949,1
456.2358@11.448467,140293,130274,117679,67581,66401,56563,206847,207329,230139,136601,84297,105327,162569,155732,149938
444.2201@11.467786,25430,27583,27659,31739,32902,32603,27166,27677,29732,28700,49636,51059,36400,37290,1
496.2669@11.453333,31264,28339,27841,31365,29331,29399,24247,23974,21278,26632,19950,23602,25881,27093,26614
300.1933@11.4558,41080,1,38801,1,1,15075,14246,1,14043,22371,1,19994,16039,18444,18895
210.1255@11.457733,166825,149176,158307,95074,87835,87054,113572,97827,106131,134852,93641,124627,99868,90525,92187
170.1305@11.454076,192548,161443,164330,66416,57022,51184,80580,74486,72630,56059,47772,60050,21560,1,1
460.2673@11.460916,506843,379089,368396,223555,166429,153560,304565,303162,240334,317902,1,1,1,221832,216725
392.2217@11.472199,69514,55435,72390,1,1,11405,1,1,1,23233,21069,59402,51649,47319,46933
412.1891@11.474785,25515,20046,22586,23689,24048,24441,23464,21869,19051,19648,1,19266,25696,24782,27136
506.2164@11.473001,90079,1,1,35778,41406,40946,160868,152237,156093,81759,63436,104741,1,1,1
398.1915@11.479751,32443,28483,29805,1,11924,1,1,14523,15226,32737,30646,22922,20532,17605,22214
378.2066@11.479076,43212,39903,42606,11259,1,1,15181,15556,13604,37702,25200,27198,18914,20199,22297
216.1725@11.479799,84998,72612,75005,50170,48637,51232,58488,66874,70186,66456,44199,62329,55113,60473,60208
422.2138@11.478933,96690,83080,88068,29063,25582,26991,36766,38315,38566,73656,50533,71017,55874,50012,52037
316.1888@11.479466,772793,671024,667973,264247,249181,238085,324472,314327,304897,665341,441940,525038,405501,426156,403170
371.2673@11.481998,70063,74694,64218,84896,78976,68850,73931,72828,74739,81630,76118,65114,76626,83788,82938
373.2825@11.479083,37920,37994,50352,32883,1,40840,29357,31607,31078,40225,41255,37813,1,1,37432
374.2305@11.527666,134274,125696,136901,27013,21814,37735,35811,65149,28423,32949,25029,59301,43984,45049,49089
531.3166@11.524454,18120,17019,18621,20173,17021,18881,32031,31912,29316,1,1,13707,1,1,22242
564.2514@11.527908,27982,34883,27357,1,1,1,19002,16918,15905,28246,18481,26397,1,20488,21367
432.2361@11.5045,18596,42808,17945,15254,20192,1,22546,19674,21383,36402,23639,33658,11978,20808,18998
449.314@11.525399,429114,364053,387737,336276,324643,322766,560062,532130,531352,289889,206715,263738,358614,364406,358123
486.2639@11.531533,98466,91130,93298,31595,33688,35426,44619,45201,46641,74938,53506,67455,47067,59448,43625
482.249@11.531001,142615,138198,137407,56331,53233,53606,76088,78874,74489,133286,97284,129928,82029,87252,86919
460.2674@11.531867,2385533,1934544,2073492,742593,721829,713557,1012518,970115,989935,1802310,1239544,1585285,1099513,1050040,1025862
395.9829@11.529572,271151,226851,214333,264526,220358,1,238534,214013,210994,250077,234814,205401,247092,226473,208888
250.1569@11.538232,14985,21342,16825,33445,29574,29458,23562,22899,20847,45743,35637,43408,1,16558,1
632.248@11.550462,956647,412941,824902,1,22949,20568,18895,18418,90493,1,26553,19189,43915,28070,39742
402.2255@11.552934,1021438,874009,852847,453662,425069,414693,661313,584989,584960,627337,457678,570446,366304,352914,343696
424.2077@11.5536,64944,59311,48897,28973,34979,38581,46659,46477,51390,50069,36544,43472,27972,32086,39679
384.1609@11.545538,26616,21137,23335,23111,23429,23338,20077,1,22473,18770,18137,1,24696,21900,24971
172.1461@11.557001,81796,70754,66505,52294,59222,52544,56970,49691,59411,52146,34192,35554,49554,42042,46713
446.2511@11.495,117246,88807,80826,30541,62798,1,37995,1,74513,1,64410,1,65658,57980,64504
406.2577@11.565546,39161,33333,30107,1,1,1,1,13162,16182,59627,43255,42965,44983,59770,53906
306.1852@11.570868,74796,76263,66950,25502,25076,29415,39366,34964,37838,63759,46116,57646,44423,46970,42392
350.1926@11.571199,63551,55302,54032,22676,24228,20788,28091,28120,26085,47607,38350,43856,33615,35336,32338
