Sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
672.7659@14.495643,43810,30315,23689,35561,26029,47028,1,39340,31387,30191,29824,46273,20831,26418,43088
592.4704@14.505335,2462575,6728395,7327044,867147,3670494,3738194,982139,644760,1819650,1964442,357709,368918,2385191,2850546,2445584
671.1133@14.497385,58722,48274,74183,48922,56003,1,59642,43922,1,45711,45186,78332,56792,50529,34954
2001.2701@14.498214,83856,57680,51217,50814,55517,57643,59665,66386,1,68523,50051,59927,58759,49133,65371
636.49@14.499363,1,1,1,91803,106326,68404,95344,77118,75561,1,107186,80665,91953,90514,82458
1996.3116@14.495215,86534,89152,1,114456,92705,111886,101891,93153,95508,115610,67030,106971,85244,117916,118283
658.0911@14.498071,38534,28103,18596,27328,38358,27916,30179,33533,1,30157,22806,38269,28863,35121,33140
1222.8826@14.499199,160545,128009,1,1,1,52596,28995,32545,32720,1,1,24688,40975,45077,32013
628.7403@14.5043335,27842,1,1,1,24996,27351,20877,23952,23289,21881,16692,34074,33778,30616,25636
426.2744@14.5009165,1,39611,34520,96630,44189,36190,58283,1,63279,105147,62740,64802,31606,1,35546
654.7846@14.5,49852,65259,81302,1,50142,54193,52542,1,58644,45843,1,60294,57689,56935,1
763.8367@14.512143,1,46161,79807,45787,47165,62446,71960,37613,65300,38161,35812,17129,88728,74340,104971
793.1879@14.509231,54734,52593,64651,45710,1,58801,49870,1,58729,44733,53704,48366,65670,70682,92203
1991.3617@14.500215,55731,98372,1,78235,110093,63890,88728,160445,153051,79923,68875,66982,96929,83208,162055
641.7631@14.501534,58921,48669,58050,46978,51484,49929,55541,53798,50739,53639,37084,59787,58075,55762,61592
627.0868@14.505001,44399,47523,56921,48994,44918,49085,47094,40791,51095,44391,29277,47856,62236,58546,56357
640.111@14.503727,1,44494,1,58085,42348,47256,53679,1,47961,48361,28640,55367,68251,64267,1
1869.1915@14.501799,117636,59385,77757,1,97650,1,50330,1,1,91902,1,84816,95632,82770,135084
764.1719@14.5237,1,1,29566,42256,1,39267,1,39782,38229,30715,1,30691,58139,51321,18560
1952.2863@14.498786,159264,113281,1,127670,140566,134368,141919,100168,141967,144932,111643,120746,171370,167626,129542
936.5452@14.505,281262,1,236252,73623,89566,96914,108975,114170,116930,109447,115290,204519,137383,121470,132787
748.439@14.506546,36757,1,37862,1,21933,19878,27766,40593,36492,1,27561,31092,1,30192,22114
1863.1826@14.505099,1,1,1,222705,1,214846,228225,216905,283965,214205,1,236781,286822,287344,275375
837.215@14.504001,44934,49746,47911,40184,35836,47159,54289,1,60653,40597,31171,63104,51527,55506,49476
1859.2782@14.505084,106552,133844,157572,115653,106168,118854,130922,96987,1,110594,1,120398,156300,1,145174
614.0652@14.509,1,1,23867,29160,20334,1,21076,23119,1,22458,1,28912,29160,21682,29725
2230.458@14.5164995,64457,1,45925,37761,1,1,1,51602,42191,27586,1,25182,79766,53490,59411
807.8625@14.508384,1,63748,56177,74467,53684,1,49855,71142,51627,46927,34097,54977,45249,82358,71361
851.889@14.504998,63976,32098,43353,39373,46374,50733,42321,36702,40822,47359,1,49910,48682,55855,56624
590.4525@14.497544,354723,317940,495573,1,1,827684,790974,550950,472392,1,271433,310504,639663,1,611735
276.2083@14.518401,42221,46368,34492,51938,46860,34733,58720,44287,32601,38350,28899,20477,48842,33319,43972
1771.2249@14.512084,103227,1,158911,122095,111760,108111,146396,97672,105627,80635,1,107767,159548,140446,1
1815.2513@14.5085,129856,153622,1,104158,123898,113912,128395,111532,126254,1,1,110638,157207,155678,128958
597.7372@14.513999,28556,31170,1,29504,27047,1,35398,23752,30372,28796,1,22570,1,40854,38928
1781.1417@14.5112,121453,95274,88880,1,106513,1,95073,100303,1,68462,76573,97422,1,1,134522
386.3394@14.512713,38565,1,49645,317029,247076,232115,176684,212310,261205,307696,1233135,230058,84535,126590,125080
608.5101@14.518917,116899,1,1,133502,140308,119888,112193,117422,1,136949,136538,121180,142961,134591,137005
1727.1995@14.516183,150170,183139,205823,141915,1,1,166508,128449,133811,1,85548,131067,1,190608,164342
278.2243@14.498201,325487,848298,100242,869332,290642,361020,284696,244183,62137,305171,15510,438981,761121,876128,756919
546.4279@14.519501,538079,200256,240824,680974,168565,1,476958,392888,410201,188352,298001,227283,172925,585159,569485
1683.1729@14.522332,165904,1,1,149646,133331,147623,202979,149374,1,104220,89632,74654,207476,208376,177445
1622.1198@14.525202,240316,221246,1,1,223000,236591,1,23922,264522,1,1,187846,272660,36870,45433
359.2826@14.528401,16698,21763,19765,178514,20067,22903,145616,1,22216,1,1,12734,1,1,15770
780.1663@14.509998,39147,32179,1,1,36131,43455,27891,28048,39184,28638,1,38375,44848,47286,33610
294.2193@14.519692,1,29160,44347,1,27260,30321,41999,32662,26980,22205,13766,32205,31617,28673,25415
446.3704@14.536615,1,1,18328,49388,34024,29445,56136,36150,44909,36191,86209,40218,32014,29970,45380
1112.8142@14.529999,1,11137,12818,25885,17107,57440,1,1,1,31200,17881,31798,1,25509,17033
576.4755@14.53577,1432690,1370692,1339427,1,656817,1,953600,912351,802985,790551,310805,516923,620455,724621,598696
1551.0947@14.535802,1,171192,1,1,111570,117034,163787,106419,126294,1,1,95552,173210,177995,142082
1017.6611@14.539101,80471,80714,1,109748,1,78329,107845,1,1,130786,66135,77055,96997,83219,1
1022.6163@14.5401325,174619,173695,139836,166117,141817,127467,170823,164825,154716,290858,172706,164802,119490,152171,141045
604.4687@14.583152,53805,1,59154,58755,72038,1,61782,59081,85630,29690,48558,26672,83158,154447,54583
1512.0247@14.541726,181898,166483,181013,1,151264,159004,1,1,148952,1,78126,117646,201279,214601,193720
1507.0685@14.542856,126337,147024,162906,120572,94330,106046,1,103805,101924,49739,51439,83585,147674,149014,128848
496.4121@14.557307,79105,75860,96689,102498,104397,1,131702,82053,99950,179028,71958,104635,120284,1,155577
1428.9299@14.556909,49217,30942,39511,28166,45136,52909,35374,32617,45687,1,1,33552,1,43661,1
296.2712@14.560135,3003952,3070520,3142107,1287477,2238312,1903324,1659170,2427361,3140215,1056217,3251305,6692678,1974444,1805496,2185127
1419.0165@14.55577,1,88883,100115,79352,58316,42682,94141,1,65286,62840,38819,67924,100765,102946,75940
313.2979@14.560534,1097665,1285881,1381173,612032,873189,716967,791637,852274,1111474,418737,1145983,1928089,800557,794464,809374
356.3036@14.5604,243086,1,1,116966,159445,136401,163885,167181,188661,1,1,318352,1,117602,174603
264.2446@14.561666,33173,36661,37691,16737,27786,25042,22511,25875,33583,10793,53997,71138,26886,21980,28054
394.2393@14.5626,40289,40291,35673,17047,27405,28962,19957,31618,43504,19380,46569,79797,26113,29546,33917
1330.9631@14.568916,51896,55436,32365,30340,30613,20030,42238,22543,24444,1,1,19482,50550,1,45736
1286.9388@14.5771,1,1,23947,61100,40248,22021,41075,1,33426,49919,1,32827,22100,1,35831
956.6073@14.563857,713639,610030,576361,1,38649,32695,494914,427239,37955,771792,445344,508810,522771,512757,511315
630.4932@14.621636,100736,86364,96656,72381,1,104203,81569,1,71624,75949,99875,26462,100111,1,1
973.6343@14.570001,244953,281387,267342,140300,119410,117071,216643,158278,180392,305820,168518,166404,237739,227175,177180
1374.987@14.5793,119717,1,1,117392,104858,72212,120237,1,1,110201,26841,87346,117726,106698,1
705.1365@14.580001,42439,38763,71276,47053,41651,38716,47638,1,55522,51958,28688,54408,41430,56684,59093
692.1145@14.5836935,25910,21397,32894,1,20725,43562,20733,26559,21604,35705,1,28118,22878,26782,40347
749.1613@14.561418,19650,23371,1,1,34174,58441,36441,37542,33100,45123,1,49059,43912,39838,20764
768.5102@14.59777,48181,20917,66637,48147,49807,42456,49721,52947,56718,1,1,40600,61749,92291,58399
323.3184@14.574601,59665,84270,110709,714284,218917,100493,192911,203954,380080,96853,135658,97105,65800,56717,111210
732.834@14.579544,44385,1,1,56981,33870,39247,59915,1,36379,1,33430,40474,68819,53179,55456
592.4696@14.581363,1,1,1,534623,628194,611852,949405,774014,1,1652828,333893,746269,696143,693571,722648
945.6031@14.581363,93466,1,98674,43685,1,1,58273,49337,58359,1,33686,53094,55566,58180,52423
688.808@14.585334,62057,35634,48035,58635,62443,47947,63275,1,46939,1,1,67651,46238,79881,66488
387.3135@14.577768,55820,67983,75853,1,24512,18042,22817,1,49049,21073,74739,116852,50323,40156,41907
674.1333@14.589909,1,46409,46937,65760,55416,45162,46828,1,40809,50284,1,45865,56804,52051,1
675.7848@14.589,35536,37621,38357,38547,32724,54018,39808,37782,42461,57142,1,52459,46963,36558,59940
827.2107@14.5854,53447,61496,49400,52669,44503,52443,47227,51202,56544,61164,53254,54063,70055,75633,52059
718.1584@14.5808,53442,1,1,49720,34674,30069,67202,1,1,46540,19920,47744,1,66179,70946
783.1838@14.596844,65496,42283,54537,37366,47824,45146,36197,53170,1,1,30057,42628,52493,56074,42956
2098.38@14.579693,82368,1,60905,52210,1,51312,45774,54203,52578,46110,53296,44791,53530,69562,56117
180.1507@14.585734,43757,39229,46859,51593,46613,54000,51722,43901,38848,69099,39160,45332,56164,63412,43959
1152.8431@14.5734,1,74526,63880,62727,69506,62282,81620,46272,1,1,1,89202,72284,1,110104
841.8855@14.584667,62695,53419,22805,62394,48149,62162,49954,45404,56753,61817,44403,55120,50287,70167,92687
394.3806@14.585267,18899,24927,24039,26548,28516,17787,30493,28022,31057,29843,60939,36114,26218,29179,28798
198.1614@14.586401,148345,152388,162622,198487,179334,163968,202205,141043,141533,246482,141248,146306,194702,196989,180911
518.3948@14.586733,441054,392453,397198,746026,739370,782337,625332,382308,637618,1118587,530411,396496,695756,804036,730628
885.9122@14.5807705,47599,1,48693,46251,37490,45024,31731,34974,48272,42992,1,45245,59138,55898,71003
2005.3691@14.587801,1,44334,1,64118,36668,1,61135,46754,1,1,35431,42863,56344,68516,53470
814.189@14.589846,26559,42832,40697,22690,1,1,23701,31648,41432,35545,18582,48709,12752,46273,58099
661.1101@14.591385,45546,42936,45349,1,48306,38322,43474,41178,38923,43167,1,44222,59056,69056,49694
382.3919@14.587735,37528,108583,57406,87233,134781,246050,129331,49993,70187,72871,123068,27515,65430,68182,42113
337.3343@14.5865345,1842206,2433709,2170461,2243063,4219303,1.43E+07,3447135,2831992,3446779,2946986,7239170,2186813,2274918,2501446,2098451
871.2368@14.582133,58707,45787,48291,36624,55206,52911,47455,51748,55234,38579,37731,42992,54325,58079,48585
2054.3545@14.581331,106640,70482,89064,68716,66359,104975,90212,71959,83841,82656,63310,66188,77305,78555,105343
570.4853@14.592868,78898,73138,80980,74813,66916,67053,229405,198765,856676,107269,70534,59825,88713,110190,87288
1971.2612@14.588538,50926,32521,51683,1,43611,41821,21341,53784,54879,35137,1,45366,55503,31032,68655
2049.3967@14.582847,39818,43208,59418,50634,1,43738,66606,29182,54743,1,36657,25315,87902,77581,44393
618.6065@14.613001,151483,1,1,54002,56382,267968,75241,1,1,71810,76572,25217,1,52166,215749
434.3735@14.588166,28550,1,1,29501,37495,27684,1,24798,48249,45500,89691,45417,32749,43162,38104
797.8597@14.5908575,1,64236,63459,54533,33953,60460,52268,33421,47907,59995,36815,61599,72711,84690,74202
2010.3282@14.588934,81947,78901,93191,60378,74687,88860,74134,88366,78925,67101,63213,70120,88880,117277,90361
1966.3008@14.583091,106371,115605,125030,80014,1,118273,95915,90334,1,18911,1,86748,120782,1,122590
397.3665@14.587733,343944,388964,297063,501932,720543,1751990,542313,512712,567191,601226,1097569,330228,446507,430950,400923
749.5934@14.591533,30185,33881,19964,27033,39905,125510,33717,22384,36540,86146,57795,18221,37147,75138,33450
457.3776@14.588533,38728,47182,30903,62003,81964,234331,61737,49510,63615,69232,127800,38267,46853,58082,54522
855.2428@14.584091,61663,30819,40755,1,32430,1,39949,27142,1,32442,1,40308,39657,42015,36434
796.2074@14.6119,28568,63479,1,80638,27871,1,86139,1,1,51284,1,73306,106252,84617,87922
1883.2076@14.598666,51201,38974,40349,1,35854,46593,33248,1,52928,1,28404,58843,62896,70155,56053
1961.3423@14.590833,82540,71313,82617,67071,1,47353,81331,64268,1,60287,47890,64647,72385,1,69801
777.6246@14.596932,75450,53562,47467,503510,149538,162720,179858,518030,251750,162118,633977,209365,42735,171157,48125
340.2376@14.531917,39476,24849,1,36963,40744,34299,25851,43933,23809,1,37547,35715,23787,35887,1
646.5047@14.6005335,85860,129679,103064,150286,122233,110438,177309,340469,547368,230711,1209286,692529,137425,145546,181056
368.3762@14.588333,1,21721,1,33073,30231,58737,27774,15121,23612,21395,35380,14092,1,17519,11474
1873.2906@14.600601,1,56569,1,1,57584,59220,1,63495,84975,49872,48674,61462,82229,1,73662
1878.2488@14.599001,1,101643,1,1,106117,116382,1,113093,100033,116839,85867,127881,97250,1,143097
1795.1536@14.607819,40912,1,1,1,1,37354,27363,63302,52913,38826,35753,44719,47912,47233,52395
1839.1799@14.603667,46953,46191,43792,31404,48680,1,42077,1,1,33272,43068,52511,49648,62411,74976
1150.6631@14.611155,35955,34393,23685,20097,1,24651,34863,28688,30466,1,46414,33722,34279,37836,36107
311.3184@14.612199,267451,522850,463086,1428892,852556,345599,829818,867266,1886106,450092,835573,653944,305403,312161,530966
346.2868@14.611,435466,451993,492786,1,240007,203775,135581,176329,362859,132617,559561,1320541,254517,179050,278983
406.3192@14.612357,82272,72474,85904,16047,50214,41509,29306,30171,62972,1,105704,171922,54719,38898,54977
356.3763@14.612307,1,25626,14619,58287,38618,11467,32833,22281,55776,20585,24255,14757,12050,1,14199
363.3134@14.611466,448506,557731,620731,112368,284001,218225,216339,171614,372390,149536,589756,1238388,295423,243505,308391
1241.8875@14.628167,183219,211785,123496,132076,178020,113998,172695,1,93582,91943,1,54731,1,77257,128443
1697.1855@14.620307,91861,1,89869,116795,82678,65493,102160,68669,63000,68327,54172,55148,103550,1,87517
1751.132@14.618399,42757,55264,1,1,29334,69636,26719,43035,49324,1,47159,37120,1,44336,1
627.5077@14.58675,22151,35289,38050,24097,1,13262,24410,25226,34916,26048,1,10882,28087,30626,1
1702.144@14.61925,112879,1,104369,100896,92553,94586,91770,92758,110317,89998,1,69615,132847,1,132200
278.2242@14.618466,533626,501571,630490,367626,358276,382503,392204,296579,432495,255359,196783,161439,332356,390110,371300
1036.6311@14.626401,180719,192528,158809,138269,147319,168198,188637,165522,175612,260666,174176,134478,139635,157424,156831
498.3683@14.547693,101218,1,1,149519,133339,114552,93912,61943,95347,153470,66170,43242,124297,107682,115263
314.2455@14.625357,410610,446723,450857,320440,315539,243583,332718,249474,313125,199359,1,145698,278002,205337,232683
296.2352@14.622856,573134,678120,666227,290733,399617,430133,503193,1,548230,342234,271308,279475,442554,1855794,309843
807.046@14.632537,61113,53620,61444,45012,46458,55990,53835,45235,1,39308,1,42810,71440,69742,62969
650.4092@14.6345,537611,446416,495892,341993,396022,302595,372634,1,1,331277,1,274605,313429,385213,393792
762.4543@14.633154,39207,50740,48811,30911,27377,26027,35424,47318,45167,55833,43607,37664,1,22030,1
558.4645@14.622801,353810,359975,370949,302527,305132,289812,297993,234208,290603,244457,206857,204825,340649,373162,370016
783.0566@14.6396,1,58825,73520,60902,46675,45651,66205,1,1,1,1,52389,66619,93587,24483
418.308@14.637466,7104822,3773886,3581863,3.89E+07,6750775,2203983,1.06E+07,5.90E+07,1.60E+07,1.25E+07,2.39E+07,1.64E+07,2570512,8004527,3031526
1244.895@14.643615,519229,507272,489794,202258,312743,311033,319839,1,1,259342,132418,183695,308778,278479,323618
2200.4463@14.646071,42649,57117,50908,32412,44321,39590,27191,34526,38456,34332,1,49096,53337,48282,43185
463.3659@14.642399,223790,295283,172001,2129857,406885,67736,633597,1446281,498685,460419,622849,630692,122083,496441,114156
594.4853@14.638401,2.50E+07,2.08E+07,2.41E+07,4440143,1.88E+07,1.80E+07,1.81E+07,1.34E+07,4449987,1.69E+07,1.02E+07,8425562,1.70E+07,1.82E+07,1.78E+07
714.5293@14.641357,399847,342487,318826,218300,278331,298347,289605,269300,280279,1,120937,164712,305642,287588,295148
477.3818@14.647366,72080,1,1,1738114,163506,1,256042,293527,112680,95213,165382,158266,45198,264563,1
538.3514@14.639428,141304,74798,67265,465688,127191,1,166440,830684,270553,233469,382193,424708,44869,184896,71864
1521.0835@14.647901,37164,37206,1,55305,37891,29996,61029,34733,31735,1,1,21515,1,72810,1
919.9334@14.651183,45616,37745,39323,1,33340,1,42587,29264,39046,42537,1,46486,1,44066,47524
766.8564@14.633699,1,1,56090,52818,55131,55216,32784,32634,1,43702,1,62384,68283,58332,1
905.2593@14.652583,48131,51586,1,1,43156,29563,37901,1,37156,46768,28590,50580,53775,34760,73619
639.5432@14.648539,138899,275121,212544,1,159662,95348,213796,75092,90751,82905,1,25424,160033,125135,126495
404.3647@14.648666,107311,92065,100090,75774,75098,84665,98739,65659,61591,68939,38113,54545,92789,100631,90381
576.4753@14.646733,1061151,1112569,1139975,723670,1061959,833058,876814,708499,1022569,767109,632886,595123,938251,850208,994141
284.2717@14.649267,120864,129316,116241,51478,108998,94243,77602,84506,70607,73212,191576,383399,60499,67296,92478
721.5621@14.643399,94856,65897,55915,278949,101521,51655,140929,290817,166440,188345,240195,224500,56360,148253,50628
611.5121@14.6455345,1190449,1205229,1343166,912774,1119680,960554,1295941,910070,999885,798910,506383,425335,1011114,1285875,1001781
